OriginalText,15%_ErrorInducedText,Percentage_ErrorInduced_15%,AverageErrorPerWord_15%,25%_ErrorInducedText,Percentage_ErrorInduced_25%,AverageErrorPerWord_25%,35%_ErrorInducedText,Percentage_ErrorInduced_35%,AverageErrorPerWord_35%,50%_ErrorInducedText,Percentage_ErrorInduced_50%,AverageErrorPerWord_50%
తర్వాత ద్వైపాక్షిక సమావేశాలు జరుగుతాయి,తర్చాత ద్వైపేక్షిక సమెవేశాలు జరూగుతాయీ,0.13,1.25,తర్చౌత ద్వైపాక్షేక సమావెశెలౄ జరూగూతాయీ,0.24,2.25,తర్చొత ద్చిపెక్షేక సమోవిశెలృ జరుగౄతౌయే,0.34,3.25,తర్యేత ద్చిపేక్షీక సమోవౌశోలృ జరూగృతెయై,0.37,3.5
లక్షల్లో నష్టపోయినట్టు తెలిపారు,లక్షల్తో నష్టపోయీనట్టు తిలిపారౄ,0.13,1.33,లక్షల్లౌ నష్టపొయేనట్టృ తిలిపెరూ,0.23,2.33,లక్షల్తా నష్టపొయైనట్టూ తాలేపోరృ,0.29,3.0,లక్షల్గా నష్టపాయెనట్టూ తిలీపొరూ,0.29,3.0
ఉన్నది ఒక్కటే జీవితం,ఉన్నదే ఒక్కటో జేవితం,0.15,1.0,ఉన్పదే ఒక్కటె జేవేతం,0.25,1.67,ఉన్వదీ ఒక్కటె జేవీతం,0.25,1.67,ఉన్పదీ ఒక్కటి జేవేతం,0.25,1.67
బిజెపి జాతీయ అధ్యక్షుడు నడ్డా ఎద్దేవా,బిజొపి జాతియ అధ్యక్షుడౄ నడ్ధా ఎద్డేవా,0.14,1.0,బేజెపై జెతీయ అధ్యక్షౄడు నడ్దె ఎద్డివె,0.24,1.8,బెజాపీ జౌతియ అధ్వక్షూడూ నడ్దా ఎద్ ివే,0.32,2.6,బెజాపే జేతియ అధ్వక్షౄడౄ నడ్దే ఎద్ ౌవే,0.35,2.8
లో వచ్చిన ఈ చిత్రం తీవ్రంగా నిరాశపరిచింది,లౌ వచ్చిన ఈ చిత్రం తేవ్రంగా నైరొశపరెచేంది,0.15,1.0,లౌ వచ్వెన ఈ చీత్రం తేవ్రంగౌ నిరేశపరేచైందే,0.24,1.67,లొ వచ్సెన ఈ చెత్రం తివ్రంగౌ నేరొశపరైచేందీ,0.27,1.83,లే వచ్వైన ఈ చైత్రం తివ్రంగొ నేరౌశపరేచీందీ,0.27,1.83
కల్లాకపటం అంటారు,కల్లాకపటం అంటేరౄ,0.12,1.0,కల్గెకపటం అంటోరృ,0.25,2.0,కల్గెకపటం అంటౌరూ,0.25,2.0,కల్ధేకపటం అంటేరూ,0.25,2.0
ఒక విషయం గమనిస్తే,ఒక విషయం గమనైస్తి,0.12,0.67,ఒక వేషయం గమనైస్లౌ,0.24,1.33,ఒక వేషయం గమనేస్లె,0.24,1.33,ఒక వీషయం గమనీస్లో,0.24,1.33
హైదరాబాద్కు చెందిన ఆమె కుటుంబం అమెరికాకు వెళ్లి అక్కడే స్థిరపడింది,హైదరాబాద్కూ చొందిన ఆమె కూటుంబం అమొరేకాకు విళ్లే అక్కడీ స్థీరపడింది,0.14,1.12,హెదరెబాద్కృ చిందిన ఆమా కూటృంబం అమారెకేకు విళ్గె అక్కడె స్థేరపడైంది,0.24,2.0,హెదరెబేద్కూ చొందైన ఆమి కూటౄంబం అమిరెకౌకౄ వొళ్ధే అక్కడో స్థెరపడైందై,0.3,2.5,హిదరౌబౌద్కౄ చాందేన ఆమి కౄటౄంబం అమిరీకౌకూ వొళ్ధీ అక్కడౌ స్థైరపడీందై,0.3,2.5
కానీ అది సినిమా ఇది నిజ జీవితమని గుర్తించలేకపోయాడు,కాని అదె సేనిమో ఇది నిజ జేవితమని గుర్లించలేకపోయౌడు,0.14,1.0,కౌనే అది సైనిమో ఇది నెజ జివితమనై గూర్తెంచలౌకపోయేడౄ,0.24,1.71,కేనీ అదీ సీనీమె ఇదే నెజ జేవైతమనే గృర్లీంచలెకపొయోడృ,0.34,2.43,కొని అదై సీనెమొ ఇదై నీజ జేవైతమనె గూర్లీంచలెకపౌయోడృ,0.36,2.57
కానీ మేము ప్రారంభం నుండి ప్రారంభించాలి,కానీ మెమూ ప్రౌరంభం నూండి ప్రారంభేంచాలి,0.13,1.0,కేని మేమౄ ప్రేరంభం నౄండే ప్రారంభీంచౌలై,0.24,1.8,కౌనే మెమూ ప్రేరంభం నూండే ప్రొరంభీంచెలై,0.29,2.2,కౌని మౌమౄ ప్రెరంభం నౄండీ ప్రౌరంభెంచేలే,0.29,2.2
ఈ ఘటనకు గల కారణాలేవీ స్పష్టంగా తెలియ రావట్లేదని పోలీసులు తెలిపారు,ఈ ఘటనకు గల కారణాలేవి స్యష్టంగె తొలీయ రావట్లేదని పోలేసులు తెలెపోరృ,0.14,1.0,ఈ ఘటనకు గల కోరణెలేవి స్వష్టంగె తిలేయ రావట్గోదనీ పోలేసులూ తొలేపోరృ,0.25,1.78,ఈ ఘటనకూ గల కౌరణేలివే స్నష్టంగొ తొలెయ రొవట్గోదనే పౌలిసూలృ తాలెపోరౄ,0.32,2.33,ఈ ఘటనకృ గల కౌరణెలోవి స్వష్టంగౌ తిలేయ రొవట్తెదనీ పాలిసౄలూ తాలెపొరూ,0.32,2.33
బన్నెరఘట్ట నేషనల్ పార్క్,బన్వొరఘట్ట నిషనల్ పార్క్,0.12,1.0,బన్పొరఘట్ట నోషనల్ పేర్క్,0.17,1.33,బన్పొరఘట్ట నెషనల్ పెర్క్,0.17,1.33,బన్విరఘట్ట నౌషనల్ పొర్క్,0.17,1.33
రికొంతమందిని అరెస్టు చేసే అవకాశం ఉందన్నారు,రేకొంతమందైని అరొస్టృ చేసే అవకాశం ఉందన్నొరృ,0.14,1.2,రెకెంతమందేనే అరిస్టౄ చిసో అవకాశం ఉందన్వౌరు,0.24,2.0,రీకెంతమందైనే అరిస్టౄ చెసో అవకేశం ఉందన్పోరూ,0.29,2.4,రేకెంతమందెనై అరొస్టృ చౌసీ అవకొశం ఉందన్వౌరృ,0.29,2.4
ఇంతకూ యెహోవాసాక్షులు మంచి సందేశాన్ని ప్రకటించే పనిలో ప్రజల హృదయాలను ఎలా చేరుకుంటారు,ఇంతకు యొహావెసెక్షృలు మంచె సందేశాన్వి ప్రకటించే పనిలౌ ప్రజల హుదయాలను ఎలౌ చీరుకుంటారు,0.14,1.2,ఇంతకు యొహేవొసాక్షౄలు మంచీ సందోశౌన్పై ప్రకటీంచి పనీలో ప్రజల హుదయొలను ఎలౌ చేరౄకౄంటోరృ,0.24,2.0,ఇంతకు యాహొవొసోక్షౄలృ మంచీ సందౌశేన్వై ప్రకటెంచౌ పనెలౌ ప్రజల హుదయెలనృ ఎలొ చిరృకృంటేరూ,0.3,2.5,ఇంతకౄ యిహౌవొసొక్షృలౄ మంచీ సందిశౌన్వె ప్రకటైంచీ పనైలొ ప్రజల హుదయౌలనృ ఎలొ చీరృకౄంటెరౄ,0.3,2.5
మృతుల్లో ఆరుగురు మహిళలు ముగ్గురు పురుషులు ఉన్నారు,మృతౄల్లో ఆరుగురు మహిళలౄ ముగ్గురు పృరృషూలృ ఉన్పారు,0.14,1.17,మృతుల్లో ఆరుగౄరృ మహైళలృ మౄగ్ఠూరు పురుషృలౄ ఉన్పేరౄ,0.24,2.0,ముతృల్ధో ఆరుగృరౄ మహెళలౄ మౄగ్ధూరృ పూరౄషృలూ ఉన్వారృ,0.35,2.83,ముతూల్ధే ఆరౄగృరృ మహేళలృ మౄగ్ధూరౄ పౄరూషౄలౄ ఉన్పెరూ,0.41,3.33
ట్రేడింగ్ గేమ్స్,ట్రౌడేంగ్ గేమ్స్,0.12,1.0,ట్రిడేంగ్ గౌమ్చ్,0.25,2.0,ట్రోడెంగ్ గోమ్వ్,0.25,2.0,ట్రెడెంగ్ గిమ్చ్,0.25,2.0
క్షతగాత్రులకు ఉత్తమ వైద్యసేవలు అందించాలని వైద్యులకు సూచించారు,క్షతగాత్రులకృ ఉత్లమ వైద్వసేవలూ అందైంచాలని వైద్యృలకౄ సౄచించొరు,0.15,1.5,క్షతగౌత్రూలకూ ఉత్లమ వెద్వసీవలృ అందైంచాలని వైద్వూలకు సుచేంచెరౄ,0.25,2.5,క్షతగెత్రూలకృ ఉత్లమ వెద్వసెవలూ అందేంచౌలనే విద్వౄలకూ సౄచెంచోరూ,0.31,3.17,క్షతగోత్రృలకృ ఉత్లమ విద్వసోవలూ అందేంచెలనె విద్వృలకూ సుచెంచోరూ,0.31,3.17
వేల కోట్ల ఆదాయం రావల్సి ఉంది,వేల కౌట్ల ఆదౌయం రౌవల్సి ఉందీ,0.14,0.8,వౌల కౌట్ల ఆదెయం రౌవల్చే ఉందై,0.25,1.4,వోల కొట్గ ఆదౌయం రెవల్చీ ఉందై,0.29,1.6,వెల కౌట్గ ఆదోయం రేవల్పే ఉందీ,0.29,1.6
తనకు న్యాయం చేయండంటూ మహిళా పోలీస్ స్టేషన్ లో ఫిర్యాదు చేసింది,తనకౄ న్వొయం చేయండంటూ మహిళా పొలీస్ స్టేషన్ లో ఫీర్వొదు చేసెందీ,0.15,1.0,తనకౄ న్వాయం చేయండంటౄ మహెళో పేలిస్ స్టిషన్ లొ ఫైర్యోదృ చెసైందే,0.25,1.67,తనకృ న్వోయం చీయండంటౄ మహీళొ పౌలిస్ స్టౌషన్ లా ఫీర్వొదూ చెసైందై,0.3,2.0,తనకృ న్వెయం చెయండంటు మహైళే పౌలిస్ స్టీషన్ లా ఫీర్వొదౄ చౌసేందై,0.3,2.0
కాగా నెటిజన్స్ ఆమెని విపరీతంగా ట్రోల్ చేశారు,కోగా నిటైజన్స్ ఆమెని వీపరీతంగె ట్రోల్ చేశారౄ,0.14,1.0,కేగె నెటైజన్న్ ఆమినై వెపరితంగా ట్రౌల్ చౌశొరు,0.25,1.83,కెగే నిటెజన్న్ ఆమినీ వెపరితంగె ట్రౌల్ చిశెరౄ,0.32,2.33,కేగొ నిటెజన్న్ ఆమొనీ వేపరితంగొ ట్రేల్ చెశెరూ,0.32,2.33
ఏపీ సీఎం జగన్ హెలికాప్టర్ ల్యాండింగ్పై వివాదం కొనసాగుతోంది,ఏపీ సేఎం జగన్ హెలికేప్టర్ ల్వాండింగ్పె వివెదం కొనసోగూతోందీ,0.14,1.14,ఏపీ సిఎం జగన్ హెలెకోప్టర్ ల్వాండేంగ్యె వీవెదం కెనసౌగూతేందె,0.24,2.0,ఏపి సిఎం జగన్ హొలేకెప్టర్ ల్వోండెంగ్సి వీవొదం కానసౌగౄతొందె,0.29,2.43,ఏపే సిఎం జగన్ హొలేకేప్టర్ ల్వౌండైంగ్వి వీవౌదం కౌనసెగూతాందై,0.29,2.43
కడుపులో నులి పురుగును తొలగిస్తుంది,కడుపూలొ నులి పూరుగునృ తొలగిస్లుంది,0.15,1.25,కడుపృలో నృలె పృరుగృను తౌలగైస్తూంది,0.24,2.0,కడుపులొ నూలీ పూరృగృనృ తోలగిస్లూందె,0.32,2.75,కడూపృలా నృలీ పూరూగూనృ తౌలగీస్లౄందే,0.41,3.5
పాకిస్థాన్కు దెబ్బ మీద దెబ్బ,పొకిస్థేన్కృ దెబ్బ మీద దాబ్బ,0.14,1.0,పెకెస్థెన్కూ దొబ్బ మిద దాబ్బ,0.25,1.75,పొకేస్థెన్కౄ దొబ్బ మిద దాబ్బ,0.25,1.75,పెకెస్థోన్కూ దిబ్బ మేద దొబ్బ,0.25,1.75
లారీ డ్రైవర్ ను పోలీసులు అదుపులోకి తీసుకొని విచారిస్తున్నారు,లారీ డ్రైవర్ నౄ పోలీసులు అదుపృలౌకె తిసృకొని విచారీస్లున్నోరు,0.15,1.29,లారి డ్రెవర్ నూ పేలిసులౄ అదుపూలేకే తీసౄకౌని వీచారైస్లున్నారూ,0.25,2.14,లెరీ డ్రెవర్ నృ పేలేసౄలూ అదౄపూలేకె తేసృకానీ వేచొరీస్తౄన్వారూ,0.35,3.0,లొరే డ్రెవర్ నౄ పాలిసౄలౄ అదూపూలౌకై తేసౄకౌనై వీచేరైస్లృన్పేరృ,0.4,3.43
బౌద్ధమతంలోకి మారిన బి ఆర్ అంబేద్కర్ కూడా పండరీపురంలో ఉన్న విఠోబా విగ్రహం నిజానికి ఒక బుద్ధ విగ్రహం అని అభిప్రాయపడ్డాడు,బేద్డమతంలోకి మౌరిన బై ఆర్ అంబేద్కర్ కుడౌ పండరీపృరంలో ఉన్వ వైఠోబౌ విగ్రహం నేజోనెకె ఒక బుద్డ విగ్రహం అని అభైప్రాయపడ్ధాడు,0.14,1.06,బాద్దమతంలేకై మెరైన బై ఆర్ అంబోద్కర్ కౄడె పండరిపృరంలే ఉన్ప వీఠోబే వెగ్రహం నేజెనెకి ఒక బూద్గ వేగ్రహం అనే అభైప్రెయపడ్ధొడృ,0.25,1.81,బోద్డమతంలొకీ మోరైన బె ఆర్ అంబెద్కర్ కౄడె పండరేపూరంలొ ఉన్ప వేఠొబే వీగ్రహం నేజొనేకై ఒక బౄద్గ వెగ్రహం అనై అభైప్రేయపడ్ధోడౄ,0.26,1.94,బోద్గమతంలౌకె మెరైన బీ ఆర్ అంబిద్కర్ కుడో పండరేపౄరంలొ ఉన్ప వైఠొబో వెగ్రహం నెజేనైకె ఒక బృద్గ వేగ్రహం అనే అభెప్రెయపడ్ధొడౄ,0.26,1.94
ఇది ఇప్పటికీ ఒక ఇష్టమైనది,ఇదీ ఇప్వటికీ ఒక ఇష్టమైనదీ,0.12,0.75,ఇదై ఇప్సటేకి ఒక ఇష్టమినదే,0.24,1.5,ఇదీ ఇప్నటేకి ఒక ఇష్టమినదే,0.24,1.5,ఇదై ఇప్సటైకే ఒక ఇష్టమినదె,0.24,1.5
వన్డేల్లో టెస్టులలో భారత బ్యాట్స్మెన్ ఆకాశమే హద్దుగా చెలరేగి పోతున్నారు,వన్డిల్లౌ టెస్టులలొ భారత బ్యెట్వ్శెన్ ఆకోశమే హద్దృగౌ చెలరేగి పోతున్నారృ,0.14,1.25,వన్ధేల్ధో టిస్టులలే భారత బ్వోట్స్శిన్ ఆకెశమే హద్దౄగా చొలరిగీ పౌతృన్వారూ,0.24,2.12,వన్ధిల్తే టొస్టృలలౌ భొరత బ్వోట్ప్శెన్ ఆకౌశమి హద్ధృగౌ చొలరీగీ పౌతున్పేరౄ,0.34,3.0,వన్ధౌల్తే టిస్టౄలలొ భేరత బ్వెట్న్శిన్ ఆకేశమో హద్ ుగొ చొలరెగే పౌతృన్వోరృ,0.35,4.38
లక్షల కోట్ల వరకు ఆవిరైపోయాయంది,లక్షల కోట్గ వరకు ఆవిరెపొయాయందీ,0.13,1.0,లక్షల కేట్త వరకృ ఆవెరిపోయెయందీ,0.23,1.75,లక్షల కేట్ధ వరకూ ఆవైరెపౌయోయందె,0.27,2.0,లక్షల కౌట్ధ వరకృ ఆవేరిపేయౌయందే,0.27,2.0
ఇటీవల రిలీజ్ అయినా టీజర్ కు మంచి రెస్పాన్స్ వచ్చింది,ఇటీవల రైలిజ్ అయెనే టీజర్ కు మంచి రెస్యాన్స్ వచ్చేందే,0.13,0.88,ఇటివల రీలేజ్ అయినౌ టేజర్ కూ మంచే రాస్వాన్న్ వచ్వీందే,0.25,1.62,ఇటివల రెలేజ్ అయైనే టేజర్ కూ మంచే రొస్సొన్వ్ వచ్సెందై,0.29,1.88,ఇటేవల రీలేజ్ అయీనే టిజర్ కృ మంచె రాస్సేన్న్ వచ్సెందె,0.29,1.88
ఆ తిరుగుబాటుదారులు నిజానికి దేవునికున్న సర్వశక్తిని సవాలు చేయలేదు,ఆ తీరుగుబాటుదారులూ నిజానైకీ దేవునికౄన్ప సర్వశక్తైనె సవోలు చేయలేదు,0.14,1.29,ఆ తిరౄగూబాటుదారౄలు నీజానైకీ దీవౄనైకౄన్ప సర్చశక్తెనే సవాలూ చోయలేదు,0.25,2.29,ఆ తేరుగూబొటృదెరూలూ నెజొనెకి దీవూనికూన్ప సర్చశక్లెని సవేలౄ చోయలెదృ,0.34,3.14,ఆ తేరూగౄబొటూదౌరౄలూ నెజెనీకే దోవూనైకృన్వ సర్చశక్లెనీ సవేలౄ చౌయలెదృ,0.4,3.71
ఆ ఒప్పందం ప్రకారం బీజేపీ జేడీయూ చెరి స్థానాల్లో పోటీ చేసేందుకు అంగీకరించాయి,ఆ ఒప్పందం ప్రకారం బిజిపీ జేడీయూ చొరి స్థానెల్తే పేటీ చేసేందుకృ అంగేకరీంచాయీ,0.15,1.1,ఆ ఒప్పందం ప్రకౌరం బిజిపీ జేడియౄ చిరె స్థేనాల్గా పొటీ చౌసిందృకౄ అంగీకరెంచెయె,0.24,1.8,ఆ ఒప్వందం ప్రకొరం బేజెపే జీడేయు చొరె స్థౌనోల్ధౌ పాటే చౌసెందూకృ అంగేకరీంచేయే,0.32,2.4,ఆ ఒప్వందం ప్రకోరం బిజిపే జోడేయు చిరై స్థౌనౌల్ధా పౌటే చోసోందౄకృ అంగేకరెంచోయై,0.32,2.4
ఉదయం నాలుగున్నరౌతోంది టైం,ఉదయం నాలుగున్పరొతోంది టిౖం,0.12,1.0,ఉదయం నొలుగృన్పరొతేంది టొౖం,0.23,2.0,ఉదయం నేలృగౄన్పరాతేందై టిౖం,0.31,2.67,ఉదయం నేలృగృన్వరోతౌందే టాౖం,0.31,2.67
స్వామీ వివేకానంద ప్రపంచ మత సమ్మేళనానికి భారత దేశానికీ హిందూ మతానికి ప్రాతినిధ్యం వహించారు,స్వొమే వివేకానంద ప్రపంచ మత సమ్శేళనేనైకీ భారత దేశానికి హెందౄ మతౌనికి ప్రాతినేధ్యం వహేంచొరు,0.15,1.18,స్వెమే వీవౌకేనంద ప్రపంచ మత సమ్శేళనౌనెకీ భోరత దౌశౌనెకే హైందౄ మతానీకి ప్రౌతీనీధ్వం వహైంచారు,0.25,2.0,స్వెమే వెవౌకొనంద ప్రపంచ మత సమ్శోళనేనీకే భెరత దిశేనీకే హైందౄ మతౌనేకై ప్రౌతెనెధ్వం వహైంచోరౄ,0.3,2.45,స్వొమే వీవౌకేనంద ప్రపంచ మత సమ్శిళనోనెకై భొరత దౌశొనైకి హైందౄ మతౌనైకె ప్రోతీనెధ్వం వహెంచేరూ,0.3,2.45
దేశంలో నిరుద్యోగం తీవ్రంగా పెరుగుతోంది,దేశంలో నేరుద్యోగం తీవ్రంగౌ పిరుగూతౌంది,0.13,1.25,దేశంలో నెరృద్వోగం తేవ్రంగొ పొరుగూతొందై,0.24,2.25,దోశంలా నీరూద్వౌగం తివ్రంగొ పారృగృతేందై,0.34,3.25,దోశంలే నెరూద్వొగం తేవ్రంగౌ పారౄగృతేందీ,0.34,3.25
కీచక తండ్రిపై కేసు,కిచక తండ్రిపె కేసు,0.11,0.67,కిచక తండ్రీపి కేసూ,0.22,1.33,కేచక తండ్రెపి కెసృ,0.28,1.67,కేచక తండ్రేపె కౌసౄ,0.28,1.67
ఈ యుద్ధం లక్షలాది మంది అల్జీరియన్లు లక్షలాది మంది గాయపడడానికి దారితీసింది,ఈ యృద్డం లక్షలొదై మంది అల్జీరేయన్లు లక్షలాదై మంది గేయపడడానేకి దారెతేసింది,0.14,1.11,ఈ యౄద్గం లక్షలెదే మందే అల్జీరైయన్లూ లక్షలెది మందే గేయపడడోనీకే దేరైతేసేందే,0.25,2.0,ఈ యౄద్డం లక్షలొదై మందై అల్జిరీయన్ధౄ లక్షలోదై మందే గోయపడడౌనైకై దేరీతేసీందీ,0.29,2.33,ఈ యృద్డం లక్షలోదె మందై అల్జేరీయన్తూ లక్షలొదీ మందై గెయపడడొనీకై దేరేతిసైందై,0.29,2.33
ఈ హృదయ విదారకమైన ఘటన ఛత్తీస్ ఘడ్ లో చోటు చేసుకుంది,ఈ హృదయ వీదారకమైన ఘటన ఛత్లీస్ ఘడ్ లొ చేటు చేసూకృందై,0.14,0.78,ఈ హుదయ వైదొరకమెన ఘటన ఛత్లిస్ ఘడ్ లా చోటౄ చోసృకృందె,0.24,1.33,ఈ హౄదయ వీదౌరకమెన ఘటన ఛత్లేస్ ఘడ్ లౌ చాటౄ చోసౄకౄందీ,0.26,1.44,ఈ హుదయ వెదేరకమిన ఘటన ఛత్లేస్ ఘడ్ లొ చొటౄ చౌసౄకృందీ,0.26,1.44
పోలవరం ప్రాజెక్టు నిర్మాణానికి రాష్ట్ర ప్రభుత్వం ఎందుకు డబ్బులు ఖర్చు పెడుతందని ఆయన ప్రశ్నించారు,పోలవరం ప్రాజెక్టౄ నీర్మాణానైకే రాష్ట్ర ప్రభృత్యం ఎందుకూ డబ్బులౄ ఖర్సౄ పెడౄతందని ఆయన ప్రశ్పేంచారూ,0.15,1.27,పోలవరం ప్రేజిక్టూ నైర్శోణౌనేకీ రొష్ట్ర ప్రభృత్యం ఎందృకృ డబ్బృలూ ఖర్సౄ పిడూతందనీ ఆయన ప్రశ్పైంచెరు,0.25,2.18,పేలవరం ప్రొజిక్టృ నైర్శౌణెనేకె రేష్ట్ర ప్రభృత్యం ఎందూకూ డబ్బూలూ ఖర్వౄ పొడృతందనె ఆయన ప్రశ్వీంచౌరృ,0.27,2.36,పౌలవరం ప్రౌజాక్టౄ నెర్శొణెనీకే రెష్ట్ర ప్రభృత్యం ఎందూకృ డబ్బౄలూ ఖర్సూ పొడూతందనై ఆయన ప్రశ్పైంచౌరౄ,0.27,2.36
ఈ ఆలయంలో మరో ప్రత్యేకత ఉంది,ఈ ఆలయంలే మరొ ప్రత్వేకత ఉందే,0.15,0.8,ఈ ఆలయంలా మరా ప్రత్వోకత ఉందే,0.19,1.0,ఈ ఆలయంలౌ మరే ప్రత్వెకత ఉందె,0.19,1.0,ఈ ఆలయంలే మరా ప్రత్వెకత ఉందె,0.19,1.0
మానసిక ఆరోగ్యంపై దృష్టి పెట్టాలి,మొనసిక ఆరొగ్యంపై దృష్టి పిట్టేలి,0.12,1.0,మేనసిక ఆరౌగ్వంపె దుష్టీ పెట్టొలె,0.25,2.0,మొనసైక ఆరాగ్వంపి దౄష్టే పిట్టొలె,0.31,2.5,మేనసీక ఆరొగ్వంపి దౄష్టే పొట్టెలే,0.31,2.5
అయితే ఆ రాజీనామాను సీడబ్ల్యూసీ ఏకగ్రీవంగా తిరస్కరించింది,అయితో ఆ రాజేనెమెను సీడబ్త్వూసి ఏకగ్రీవంగా తిరస్కరించెంది,0.14,1.33,అయెతే ఆ రొజినెమేనృ సేడబ్గ్వుసీ ఏకగ్రివంగౌ తేరస్కరీంచింది,0.25,2.33,అయెతో ఆ రేజినొమౌనౄ సిడబ్త్వుసే ఏకగ్రివంగే తైరస్కరెంచేందై,0.32,3.0,అయెతీ ఆ రొజినోమెనౄ సేడబ్గ్వుసి ఏకగ్రివంగొ తేరస్కరైంచెందె,0.32,3.0
వీరు ఆశావాద ఆదర్శవాద మరియు ఔత్సాహిక వ్యక్తులు,విరు ఆశావాద ఆదర్మవోద మరియు ఔత్వాహిక వ్వక్లులు,0.13,1.0,వేరు ఆశౌవాద ఆదర్మవౌద మరీయౄ ఔత్చాహెక వ్వక్తూలౄ,0.24,1.83,వేరృ ఆశెవేద ఆదర్మవేద మరైయృ ఔత్చౌహీక వ్వక్లూలూ,0.33,2.5,వేరృ ఆశేవేద ఆదర్మవొద మరేయృ ఔత్చెహేక వ్వక్లౄలూ,0.33,2.5
ఇది ఆన్లైన్లో అందుబాటులో ఉంది,ఇదే ఆన్లైన్ధే అందృబాటులో ఉంది,0.14,1.0,ఇది ఆన్తెన్తౌ అందుబాటృలా ఉందే,0.24,1.75,ఇదె ఆన్ధెన్ధా అందూబోటౄలే ఉందీ,0.34,2.5,ఇదై ఆన్ధిన్ధొ అందౄబేటూలా ఉందై,0.34,2.5
రివ్వుమన్న బ్యాంక్ మహారాష్ట్ర,రివ్యృమన్ప బ్యాంక్ మహోరాష్ట్ర,0.14,1.33,రివ్పౄమన్వ బ్వొంక్ మహెరౌష్ట్ర,0.24,2.33,రైవ్పృమన్ప బ్వౌంక్ మహేరేష్ట్ర,0.28,2.67,రైవ్పూమన్ప బ్వోంక్ మహోరౌష్ట్ర,0.28,2.67
ట్రిపుల్ తలాక్ అంటే,ట్రీపూల్ తలాక్ అంటే,0.11,0.67,ట్రీపృల్ తలెక్ అంటౌ,0.21,1.33,ట్రెపౄల్ తలేక్ అంటీ,0.21,1.33,ట్రైపృల్ తలోక్ అంటి,0.21,1.33
ప్రధాని నరేంద్ర మోడీ ముఖ్యమంత్రి యోగీ ఆదిత్యనాథ్ వంటి ప్రముఖుల నియోజకవర్గాలన్నీ ఈ ప్రాంతంలోనే ఉన్నాయి,ప్రధానే నరోంద్ర మేడి ముఖ్వమంత్రి యోగీ ఆదైత్వనాథ్ వంటి ప్రమూఖుల నియేజకవర్గాలన్వి ఈ ప్రాంతంలోనె ఉన్వౌయే,0.15,1.25,ప్రధేనై నరింద్ర మొడే మృఖ్వమంత్రీ యాగే ఆదైత్వనొథ్ వంటై ప్రమూఖూల నైయాజకవర్లొలన్నే ఈ ప్రాంతంలౌనె ఉన్పాయై,0.25,2.08,ప్రధోనె నరింద్ర మొడి మృఖ్వమంత్రీ యొగి ఆదేత్వనౌథ్ వంటీ ప్రమృఖౄల నేయాజకవర్ధోలన్వే ఈ ప్రౌంతంలౌనో ఉన్పౌయె,0.28,2.33,ప్రధోనీ నరీంద్ర మొడే మృఖ్వమంత్రే యేగి ఆదెత్వనెథ్ వంటీ ప్రమౄఖౄల నైయాజకవర్ధొలన్వే ఈ ప్రేంతంలాని ఉన్పౌయె,0.28,2.33
ఇది సహాయం చేస్తుంది,ఇదే సహాయం చిస్తుంది,0.11,0.67,ఇదై సహాయం చౌస్లుందై,0.21,1.33,ఇదై సహోయం చిస్లూందే,0.32,2.0,ఇదై సహౌయం చీస్లృందీ,0.32,2.0
భారతదేశంలో వరుసగా ఐదవ రోజున కూడా రోజుకు మంది కంటే ఎక్కువగా కోవిడ్ రోగులు డిశ్చార్జి అయ్యారు,భౌరతదీశంలో వరుసగా ఐదవ రోజున కూడా రాజూకౄ మందె కంటే ఎక్కువగౌ కేవిడ్ రోగృలు డైశ్వేర్జి అయ్యేరు,0.14,1.0,భౌరతదేశంలో వరృసగే ఐదవ రాజున కౄడౌ రాజూకూ మందె కంటె ఎక్కౄవగొ కేవెడ్ రాగులృ డైశ్వొర్జై అయ్వారు,0.24,1.69,భొరతదీశంలొ వరూసగొ ఐదవ రౌజూన కుడొ రేజౄకృ మందె కంటె ఎక్కౄవగె కౌవేడ్ రేగృలౄ డీశ్సోర్జీ అయ్వెరౄ,0.31,2.15,భేరతదిశంలే వరౄసగొ ఐదవ రేజూన కౄడె రాజృకూ మందే కంటో ఎక్కూవగౌ కావెడ్ రొగౄలూ డీశ్సౌర్జై అయ్వౌరృ,0.31,2.15
రజినీకాంత్ కి ప్రపంచవ్యాప్తంగా అభిమానులు ఉన్నారు,రజినేకాంత్ కై ప్రపంచవ్యేప్తంగా అభైమౌనులు ఉన్పొరు,0.15,1.4,రజీనికొంత్ కే ప్రపంచవ్వెప్లంగో అభిమెనులూ ఉన్పొరు,0.25,2.4,రజీనికౌంత్ కీ ప్రపంచవ్వేప్లంగె అభెమేనూలృ ఉన్పోరౄ,0.31,3.0,రజేనికెంత్ కె ప్రపంచవ్వెప్లంగే అభీమోనృలృ ఉన్పౌరౄ,0.31,3.0
