OriginalText,15%_ErrorInducedText,Percentage_ErrorInduced_15%,AverageErrorPerWord_15%,25%_ErrorInducedText,Percentage_ErrorInduced_25%,AverageErrorPerWord_25%,35%_ErrorInducedText,Percentage_ErrorInduced_35%,AverageErrorPerWord_35%,50%_ErrorInducedText,Percentage_ErrorInduced_50%,AverageErrorPerWord_50%
వారి మధ్య చిన్నచిన్న విభేదాలు,షారి మద్య చిప్నచిన్న విభేలాలు,0.14,1.0,పాగి మద్య తిన్నతిప్న విభేదాదు,0.24,1.75,పాలి యద్య తిప్నతిన్న విబేడాదు,0.34,2.5,పాగి యద్య తిప్నతిప్న పిబేలాదు,0.41,3.0
కేసులు కూడా ఇక్కడే ఎక్కువ,కేసుదు కూదా ఇక్కడే ఎక్కుప,0.12,0.75,కేపుదు కూదా ఇక్కఢే ఎక్కుప,0.2,1.25,కేపుదు కూదా ఇక్కఢే ఎక్కుష,0.2,1.25,కేపుదు కూతా ఇక్కదే ఎక్కుష,0.2,1.25
నాలుగో వికెట్ కోల్పోయిన కోల్కతా,నాదుగో షికెట్ కోద్పోయిన కోద్కతా,0.13,1.0,పాదురో పికెట్ కోల్పోయిప కోద్కచా,0.23,1.75,పాదురో షికెట్ కోద్పోయిప కోద్కచా,0.26,2.0,పాదురో షికెట్ కోద్పోయిప కోద్కచా,0.26,2.0
ఆర్బీఐ ప్రతిపాదించిన యస్ బ్యాంక్ పునరుద్ధరణ ప్రణాళికకు కేబినెట్ ఆమోదం తెలిపింది,ఆల్బీఐ ప్రతిషాదించిన యప్ బ్యాంక్ సుపరుధ్ధలణ ష్రణాళికకు కేబిపెట్ ఆమోడం తెలిషింది,0.14,1.22,ఆగ్బీఐ ప్రచిషాదింతిప మప్ భ్యాంక్ వుపగుడ్ధగణ ప్రణాళికకు కేభిపెట్ ఆయోదం చెదివింది,0.24,2.11,ఆగ్బీఐ ష్రచివాథింతిప మప్ భ్యాంక్ నుపలుల్ధలణ వ్రణాళికకు కేభిపెట్ ఆయోథం చెదిసిండి,0.3,2.67,ఆగ్బీఐ న్రచిఫాథింతిప మప్ భ్యాంక్ షుపలుథ్ధగణ ష్రణాళికకు కేభిపెట్ ఆయోడం చెదిఫింధి,0.3,2.67
ప్రపంచకప్ ముందు చివరి సన్నాహకం,ప్రషంచకప్ యుందు తిషరి సన్నాహకం,0.13,1.0,స్రవంచకవ్ యుంలు తిపరి సన్నాహకం,0.23,1.75,న్రఫంచకస్ యుండు తిపలి పప్నాహకం,0.33,2.5,ఫ్రసంతకఫ్ యుంధు తిపగి పప్నాహకం,0.37,2.75
యోనాతాను కూడా అలాగే చేశాడు,మోనాతాను కూడా అలారే చేశాదు,0.12,0.75,మోనాచాను కూడా అదారే తేశాఢు,0.23,1.5,మోపాచాపు కూఢా అదారే తేశాఢు,0.35,2.25,మోపాచాపు కూఢా అదారే తేశాఢు,0.35,2.25
రోజుకు మోతాదులో,లోజుకు మోతాథులో,0.13,1.0,రోఙుకు యోచాదులో,0.2,1.5,రోఙుకు యోచాలుదో,0.33,2.5,లోఙుకు యోచాథుదో,0.4,3.0
రకాల కఠినమైన ప్రమాణాల ఆధారంగా డెన్మార్క్లోని పర్యావరణ విద్యా ఫౌండేషన్ దీన్ని ప్రదానం చేసింది,రకాద కఠినయైన ప్రమాణాద ఆదారంరా డెన్మాల్క్లోని పర్యాపలణ విద్యా ఫౌంఢేషన్ డీప్ని ప్రధానం చేపింది,0.14,1.18,గకాల కఠిపమైప స్రయాణాద ఆదాలంగా ఢెప్మాగ్క్లోపి ఫల్యావగణ విద్యా పౌంతేషన్ ధీప్ని ప్రలాపం తేపింది,0.25,2.09,లకాద కఠిపయైప ష్రయాణాద ఆదాలంరా తెప్మాల్క్లోపి సల్యాషలణ పిధ్యా పౌంఢేషప్ థీప్ని స్రడాపం తేపింథి,0.35,2.91,గకాద కఠిపయైప ఫ్రయాణాద ఆదాలంరా తెప్మాల్క్లోపి సల్యాపలణ పిధ్యా పౌంఢేషప్ లీప్ని న్రలాపం తేపింలి,0.35,2.91
టాటా మోటార్స్ హెచ్బీఎక్స్ ఎస్యూవీని ఆల్ట్రోజ్ హ్యాచ్బ్యాక్ కారును నిర్మించిన ఆల్ఫా ఫ్లాట్ఫామ్ మీద డెవలప్ చేశారు,టాటా మోటాల్స్ హెచ్బీఎక్స్ ఎప్యూషీపి ఆల్ట్రోజ్ హ్యాత్బ్యాక్ కాగుపు నిగ్మింతిప ఆల్ఫా ప్లాట్ఫామ్ యీధ డెవదన్ తేశారు,0.14,1.23,టాటా యోటాగ్స్ హెత్బీఎక్స్ ఎప్యూషీపి ఆద్ట్రోఙ్ హ్యాత్బ్యాక్ కాగుపు పిల్మింతిప ఆద్ఫా ప్లాట్ఫాయ్ యీథ దెషదన్ తేశాగు,0.23,2.0,టాటా యోటాగ్స్ హెత్బీఎక్స్ ఎప్యూషీపి ఆద్ట్రోఙ్ హ్యాత్బ్యాక్ కాలుపు పిగ్మింతిప ఆద్ఫా ప్లాట్ఫాయ్ యీడ దెపదష్ తేశాలు,0.23,2.0,టాటా యోటాల్స్ హెత్బీఎక్స్ ఎప్యూషీపి ఆద్ట్రోఙ్ హ్యాత్బ్యాక్ కాలుపు పిల్మింతిప ఆద్ఫా ప్లాట్ఫాయ్ యీధ ఢెషదవ్ తేశాలు,0.23,2.0
అయితే అటువంటి ప్రతిపాదనలు కనిపిస్తాయి,అయిచే అటువంటి ప్రచిపాడపలు కనిషిస్తాయి,0.14,1.25,అయిచే అటువంటి న్రచిఫాథపదు కనివిప్తాయి,0.24,2.25,అయిచే అటుపంటి స్రచిఫాలపదు కపివిప్తాయి,0.3,2.75,అయిచే అటుషంటి వ్రచినాలపదు కపివిప్తాయి,0.3,2.75
భూకంపాలుఅగ్నిపర్వతం బ్రద్దలవటంపర్వతాలు విరిగి పడటంసముద్రం పొంగటం లాంటివి ఈ ప్లేట్ల వల్ల జరుగుతుంది,భూకంపాలుఅగ్నిపగ్వతం బ్రద్దలషటంసగ్వచాలు పిలిరి పడటంసముద్రం పొంగటం దాంటివి ఈ వ్లేట్ల వద్ల ఙలుగుచుంది,0.14,1.4,భూకంవాదుఅర్నివగ్వచం భ్రథ్దదవటంపర్వతాదు పిరిరి ఫఢటంసముథ్రం వొంరటం దాంటిపి ఈ ష్లేట్ల వద్ల ఙరురుతుంలి,0.24,2.4,బూకంఫాదుఅర్నిసల్వచం భ్రల్దదషటంఫల్వచాలు పిగిరి నఢటంపయుథ్రం సొంరటం దాంటిపి ఈ న్లేట్ల షద్ల ఙలురుచుండి,0.35,3.4,బూకంవాదుఅర్నినల్వచం భ్రల్దదపటంషగ్వచాదు షిలిరి ఫతటంపయుథ్రం నొంరటం దాంటిపి ఈ ష్లేట్ల షద్ల ఙలురుచుంధి,0.36,3.5
ముత్యాల సునీల్ కుమార్రెడ్డి అన్నారు,ముత్యాల పునీల్ కుమాగ్రెత్డి అప్నాగు,0.14,1.25,ముచ్యాద పుపీద్ కుయార్రెఢ్డి అప్నారు,0.23,2.0,యుచ్యాద పుపీద్ కుయాగ్రెత్డి అప్నాగు,0.31,2.75,యుచ్యాద పుపీద్ కుయాల్రెత్డి అప్నాగు,0.31,2.75
స్పైస్జెట్కు చెందిన విమానం ముంబై ఎయిర్ పోర్ట్లో ల్యాండ్ అవుతుండగా రన్వే పై అదుపుతప్పింది బోయింగ్,స్పైస్జెట్కు చెందిప పియానం ముంభై ఎయిర్ షోర్ట్లో ద్యాండ్ అవుచుంతరా రన్వే పై అలునుతప్పింథి భోయింర్,0.15,1.17,ప్పైప్జెట్కు తెంథిప పియానం యుంభై ఎయిర్ సోగ్ట్లో ల్యాంద్ అపుచుండరా లప్వే ఫై అధుషుచఫ్పింథి భోయింగ్,0.25,2.0,ప్పైప్జెట్కు తెంథిప పియాపం యుంభై ఎయిల్ షోగ్ట్లో ద్యాంత్ అషుచుంతరా గప్వే నై అడుసుచవ్పిండి భోయింర్,0.3,2.42,ప్పైప్జెట్కు తెంథిప షియాపం యుంభై ఎయిల్ సోగ్ట్లో ద్యాంద్ అషుచుందరా గప్వే నై అడుషుచన్పింధి భోయింర్,0.3,2.42
పై నిర్మాణ కార్యక్రమాలన్నీ శరవేగంగా జరుగుతున్నాయి,పై నిర్మాణ కాల్యక్రయాలప్నీ శరపేరంగా జరుగుచుప్నాయి,0.14,1.4,షై పిల్మాణ కాల్యక్రయాదప్నీ శరషేరంరా జలుగుతుప్నాయి,0.24,2.4,ఫై పిల్మాణ కాల్యక్రయాదప్నీ శగపేరంరా ఙగురుచుప్నాయి,0.33,3.2,సై పిగ్మాణ కాగ్యక్రయాదప్నీ శగషేరంరా ఙగురుచుప్నాయి,0.33,3.2
పెట్టుబడి సాయం కింద ఏడాదికి రూ,పెట్టుబతి సాయం కిండ ఏఢాదికి లూ,0.13,0.8,షెట్టుభతి పామం కింద ఏడాడికి గూ,0.23,1.4,నెట్టుభఢి పామం కింధ ఏతాలికి లూ,0.3,1.8,వెట్టుభది పామం కింల ఏఢాధికి గూ,0.3,1.8
మళ్లీ యాక్టివ్ రాజకీయాల్లోకి రాబోతున్నాడు,యళ్లీ యాక్టివ్ లాఙకీమాల్లోకి గాబోతున్నాదు,0.15,1.5,యళ్లీ మాక్టిష్ లాజకీయాద్లోకి గాభోచుప్నాఢు,0.24,2.5,యళ్లీ మాక్టిష్ లాఙకీమాద్లోకి లాభోచుప్నాదు,0.29,3.0,యళ్లీ మాక్టిప్ లాఙకీమాద్లోకి లాభోచుప్నాఢు,0.29,3.0
నేను ఈ గుర్తుంచుకోవాలి,నేను ఈ రుర్తుంచుకోషాది,0.14,1.0,పేపు ఈ గుగ్తుంతుకోవాది,0.23,1.67,పేపు ఈ రుల్తుంతుకోపాది,0.32,2.33,పేపు ఈ రుల్తుంతుకోషాది,0.32,2.33
డబ్బుతో ఇల్లు కట్టాడు,దభ్బుతో ఇద్లు కట్టాడు,0.14,1.0,తభ్బుచో ఇద్లు కట్టాఢు,0.24,1.67,దభ్బుచో ఇద్లు కట్టాతు,0.24,1.67,ఢభ్బుచో ఇద్లు కట్టాఢు,0.24,1.67
అది ఒక నవీకరించబడిన సెల్ ఫోన్ కొనుగోలు మంచి ఆలోచన,అధి ఒక నషీకలించభడిన పెల్ ఫోన్ కొపుగోలు మంచి ఆదోచన,0.14,0.88,అది ఒక పవీకగించభఢిన సెల్ పోప్ కొనుగోదు యంతి ఆదోతప,0.24,1.5,అధి ఒక నషీకరింతభఢిప పెద్ పోప్ కొనురోదు యంతి ఆదోతప,0.35,2.12,అధి ఒక పషీకగింతభఢిప పెద్ పోప్ కొపురోదు యంతి ఆదోతప,0.41,2.5
ఎన్నికలు దగ్గరపడుతున్న వేళ పోటీ రసవత్తరంగా మారుతోంది,ఎన్నికదు దగ్గరపఢుచున్న వేళ షోటీ రపవచ్తరంగా మాగుతోంది,0.13,1.17,ఎన్నికలు డర్గలవదుచుప్న పేళ పోటీ గసపత్తరంరా మారుచోంథి,0.25,2.17,ఎప్నికదు థర్గలపఢుచుప్న షేళ షోటీ రపషచ్తగంరా యాగుతోంలి,0.35,3.0,ఎప్నికదు థర్గగనతుచుప్న షేళ షోటీ లపషచ్తలంరా యాగుచోండి,0.4,3.5
ముగ్గురు ముష్కరులను హతమార్చినట్లు ఆర్మీ ప్రతినిధి కల్నల్ రాజేశ్ కాలియా వెల్లడించారు,యుగ్గురు ముష్కలుదను హచమాగ్చినట్లు ఆర్మీ ప్రతిపిధి కద్నల్ రాఙేశ్ కాదియా షెల్లతించాలు,0.14,1.33,ముర్గులు యుష్కలుదను హచయార్చిపట్లు ఆల్మీ ప్రచినిది కద్నద్ గాఙేశ్ కాదియా పెద్లదింతారు,0.24,2.22,యుర్గుగు యుష్కలుదపు హచయాగ్చిపట్లు ఆగ్మీ ష్రచిపిది కద్నద్ లాఙేశ్ కాదిమా షెద్లతింతాలు,0.33,3.0,యుర్గులు యుష్కగుదపు హచయాల్చిపట్లు ఆగ్మీ వ్రచిపిది కద్నద్ లాఙేశ్ కాదిమా షెద్లదింతాగు,0.33,3.0
రాధ తన ప్రేమను అంగీకరించమంటూ అతను వెంటబడి పట్టుబడతాడు,రాద తన ఫ్రేమపు అంగీకరించయంటూ అతను వెంటభడి పట్టుబడచాఢు,0.13,1.0,రాద చప ప్రేయను అంగీకరింతయంటూ అతను షెంటభడి సట్టుభఢచాతు,0.25,1.86,గాద చప వ్రేయపు అంగీకలింతయంటూ అచపు వెంటభడి నట్టుభఢచాఢు,0.34,2.57,లాద చప స్రేయపు అంరీకగింతయంటూ అచపు షెంటభది సట్టుభదచాఢు,0.4,3.0
ఉలికిపడి ఆసక్తిగా చూశాను,ఉదికిపడి ఆసక్తిగా తూశాపు,0.12,1.0,ఉలికిసది ఆపక్తిరా తూశాపు,0.25,2.0,ఉదికిఫది ఆపక్తిరా తూశాపు,0.29,2.33,ఉదికివఢి ఆపక్తిరా తూశాపు,0.29,2.33
భవిష్యత్తులో కూడా దీన్ని కొసాగిస్తా అని తెలిపారు,బవిష్యచ్తుదో కూఢా లీన్ని కొసాగిస్తా అని చెదిపారు,0.15,1.17,బపిష్యచ్తుదో కూతా లీన్ని కొపాగిప్తా అపి చెలిషాలు,0.25,2.0,బపిష్యచ్తుదో కూఢా డీప్ని కొపారిప్తా అపి చెదిసాగు,0.31,2.5,బపిష్యచ్తుదో కూదా ధీప్ని కొపారిప్తా అపి చెదినాగు,0.31,2.5
లోతట్టు ప్రాంత ప్రజలను సురక్షిత ప్రాంతాలకు తరలిస్తున్నారు,లోతట్టు వ్రాంత ప్రఙదపు సురక్షిచ ప్రాంతాదకు తరలిప్తున్నాగు,0.14,1.33,దోచట్టు ష్రాంచ ప్రజదపు పురక్షిత ష్రాంచాదకు చగదిప్తున్నారు,0.25,2.33,దోచట్టు ష్రాంచ ష్రఙదను పుగక్షిచ ఫ్రాంచాదకు చగదిప్తుప్నాలు,0.33,3.17,దోచట్టు ఫ్రాంచ ష్రఙదపు పులక్షిచ ష్రాంచాదకు చగదిప్తుప్నాగు,0.35,3.33
ట్రాక్టర్ బోల్తాపడి డ్రైవర్ మృతి,ట్రాక్టల్ భోల్తాపది డ్రైవగ్ మృతి,0.12,1.0,ట్రాక్టల్ భోద్తాషది ద్రైవగ్ యృతి,0.25,2.0,ట్రాక్టల్ భోద్తావతి త్రైషగ్ యృచి,0.31,2.5,ట్రాక్టగ్ భోద్తాసఢి ఢ్రైపల్ యృచి,0.31,2.5
అసలు నాకు ఏం జరిగింది,అపలు నాకు ఏం ఙరిరింది,0.14,0.75,అపలు పాకు ఏం జలిరింథి,0.24,1.25,అపదు పాకు ఏం ఙలిరిండి,0.33,1.75,అపదు పాకు ఏం ఙగిరింథి,0.33,1.75
పౌరసత్వ సవరణ చట్టాన్ని వ్యతిరేకిస్తూ ఆందోళనలు చేపట్టి అరెస్టయిన వ్యక్తుల కుటుంబాలను ప్రియాంక గాంధీ కలుసుకుంటున్నారు,పౌరపచ్వ సపరణ తట్టాప్ని వ్యచిరేకిప్తూ ఆండోళనలు తేవట్టి అరెప్టయిన వ్యక్తుద కుటుంబాలపు ప్రిమాంక గాందీ కలుపుకుంటుప్నారు,0.15,1.42,షౌగపచ్వ పవగణ చట్టాప్ని ప్యచిగేకిప్తూ ఆంధోళపదు తేఫట్టి అలెప్టయిప వ్యక్తుల కుటుంభాదపు స్రిమాంక గాందీ కదుపుకుంటుప్నారు,0.24,2.33,ఫౌలపచ్వ పషలణ తట్టాప్ని ష్యచిగేకిప్తూ ఆంలోళపదు తేసట్టి అగెప్టయిప ష్యక్తుద కుటుంభాదపు వ్రిమాంక రాందీ కదుపుకుంటుప్నాగు,0.3,2.83,షౌగపచ్వ పపగణ తట్టాప్ని ష్యచిగేకిప్తూ ఆంధోళపదు తేనట్టి అలెప్టయిప ష్యక్తుద కుటుంభాదపు స్రిమాంక రాందీ కదుపుకుంటుప్నాలు,0.3,2.83
మరియు ఇక్కడే ఏమి ఉంది,యగియు ఇక్కఢే ఏమి ఉంది,0.14,0.75,యగియు ఇక్కఢే ఏయి ఉంథి,0.24,1.25,యగిము ఇక్కఢే ఏయి ఉంథి,0.29,1.5,యగిము ఇక్కతే ఏయి ఉండి,0.29,1.5
ముఖ్య సంకేతపదం పునరుద్ధరణ,ముఖ్య సంకేచఫదం పునలుద్ధరణ,0.12,1.0,యుఖ్య సంకేతఫదం వుపరుథ్ధలణ,0.24,2.0,ముఖ్య పంకేచఫథం ఫుపగుద్ధలణ,0.32,2.67,యుఖ్య పంకేచనధం నుపగుడ్ధలణ,0.4,3.33
కేవలం అది తన వ్యక్తిగత అభిప్రాయమని చెప్పారు,కేవదం అది చన ష్యక్తిగత అభిప్రాయయని చెష్పాగు,0.14,1.0,కేపలం అది తప ప్యక్తిగచ అబిప్రాయయపి తెఫ్పాగు,0.23,1.67,కేపదం అధి చప ష్యక్తిరచ అబివ్రామయపి తెప్పాలు,0.35,2.5,కేషదం అలి చప ష్యక్తిరచ అబిస్రామయపి తెస్పాలు,0.37,2.67
కాగా ఈ ఫోన్ కి సంబందించిన పూర్తి సమాచారం ఇంకా బయటకు రాలేదు,కాగా ఈ ఫోన్ కి పంబందింతిన పూగ్తి పమాచాలం ఇంకా బమటకు రాదేధు,0.14,0.8,కారా ఈ ఫోప్ కి పంభండింతిప పూల్తి పమాచాగం ఇంకా భమటకు గాదేదు,0.24,1.4,కారా ఈ పోప్ కి పంభంధింతిప వూల్తి పయాతాగం ఇంకా భమటకు లాదేథు,0.33,1.9,కారా ఈ పోప్ కి పంభంథింతిప షూగ్తి పయాతాగం ఇంకా భమటకు లాదేథు,0.33,1.9
వీరి సంఖ్య రోజు రోజుకు పెరుగుతోంది,వీరి పంఖ్య గోఙు రోజుకు పెరురుచోంది,0.15,1.0,వీలి పంఖ్య రోఙు లోఙుకు వెరుగుచోండి,0.24,1.6,పీగి పంఖ్య గోఙు గోఙుకు ఫెగుగుచోంధి,0.32,2.2,షీగి పంఖ్య లోఙు లోఙుకు షెగురుచోంథి,0.35,2.4
శోధన సోషల్ నెట్వర్కింగ్ సైట్లు,శోధన పోషల్ నెట్వగ్కింర్ పైట్లు,0.13,1.0,శోదప పోషల్ పెట్వగ్కింర్ పైట్లు,0.23,1.75,శోదప పోషద్ పెట్వగ్కింర్ పైట్లు,0.27,2.0,శోదప పోషద్ పెట్వల్కింర్ పైట్లు,0.27,2.0
అయితే నిపుణుల పర్యవేక్షణ లో నే నడిచి వెళ్ళడం సురక్షితమని పర్యాటకులు మరచిపోవద్దు,అయితే నిషుణుద నర్యపేక్షణ లో నే పడిచి పెళ్ళదం సులక్షిచమని పర్యాటకులు మరతిపోవల్దు,0.14,1.1,అయితే పిషుణుల ఫగ్యవేక్షణ దో పే పదితి పెళ్ళఢం పుగక్షితమపి పగ్యాటకుదు యరతిపోషద్దు,0.24,1.9,అయిచే పిషుణుద ఫల్యషేక్షణ దో పే పతితి పెళ్ళతం పుగక్షిచయని షల్యాటకుదు యగతివోషల్దు,0.34,2.7,అయిచే పిసుణుద వల్యపేక్షణ దో పే పదితి షెళ్ళతం పుగక్షిచయపి సల్యాటకుదు యలతినోషథ్దు,0.35,2.8
అయితే ఈ విషయం ఇపుడు రాష్ట్రమంతటా చర్చంశనీయం అయింది,అయిచే ఈ విషమం ఇపుతు లాష్ట్రమంతటా తగ్చంశనీయం అయింథి,0.14,1.0,అయిచే ఈ పిషయం ఇసుఢు లాష్ట్రయంచటా తగ్చంశపీమం అయింధి,0.24,1.71,అయిచే ఈ షిషమం ఇసుఢు లాష్ట్రయంచటా తల్చంశపీమం అయింలి,0.26,1.86,అయిచే ఈ షిషమం ఇసుతు గాష్ట్రయంచటా తగ్చంశపీమం అయింథి,0.26,1.86
ఈ అవార్డు వారికి అంకితం,ఈ అషార్డు పాగికి అంకితం,0.13,0.75,ఈ అషాగ్డు పాగికి అంకిచం,0.22,1.25,ఈ అపాల్డు షాలికి అంకిచం,0.22,1.25,ఈ అషాల్డు పాగికి అంకిచం,0.22,1.25
బీజపూర్ దర్శించే పర్యాటకులు మిఠారి మరియు అసర్ మహల్ తప్పక చూడాలి,బీజపూర్ దర్శింతే ఫర్యాటకుదు మిఠారి యరిము అసర్ యహల్ చన్పక చూడాది,0.14,1.0,భీఙఫూర్ దర్శించే నర్యాటకుదు యిఠాగి యగిము అసర్ యహల్ తస్పక తూఢాది,0.24,1.67,భీఙనూల్ ధగ్శించే షగ్యాటకులు యిఠాగి యగిము అపగ్ యహద్ చష్పక తూఢాది,0.35,2.44,భీఙషూల్ థల్శింతే ఫల్యాటకుదు యిఠాగి యగిము అపల్ యహద్ చఫ్పక తూతాది,0.38,2.67
లక్షల కోట్లకు బడ్జెట్,దక్షద కోట్లకు బద్జెట్,0.14,1.0,దక్షద కోట్లకు భఢ్జెట్,0.19,1.33,దక్షద కోట్లకు భద్జెట్,0.19,1.33,దక్షద కోట్లకు భత్జెట్,0.19,1.33
ఆ రకంగా మనం పాపం నుండి విమోచించబడి నీతికి దాసులయ్యాం,ఆ రకంగా మనం పాసం పుండి షియోతింతబడి నీచికి దాసులయ్యాం,0.13,0.88,ఆ గకంరా యపం ఫాపం పుంతి పిమోతించభడి నీచికి లాసుదయ్యాం,0.25,1.62,ఆ లకంరా మపం వానం పుంఢి పియోతింతభతి పీచికి లాసుదమ్యాం,0.35,2.25,ఆ లకంరా యపం నానం పుంది షియోతింతభఢి పీచికి లాపుదమ్యాం,0.38,2.5
ఈమె పేరు ఎం,ఈమె నేరు ఎం,0.09,0.33,ఈమె వేగు ఎం,0.18,0.67,ఈయె నేలు ఎం,0.27,1.0,ఈయె షేగు ఎం,0.27,1.0
వారిద్దరి మధ్య అప్పుడు భయంకరమైన ద్వంద్వయుద్ధం జరిగింది,వాలిద్దగి మధ్య అన్పుడు బయంకరయైప ద్వంద్వయుథ్ధం జలిగింది,0.15,1.33,వాగిద్దగి యద్య అన్పుదు బయంకలయైన ద్వంధ్వయుడ్ధం ఙలిగింది,0.24,2.17,షాగిథ్దరి యద్య అస్పుదు బమంకగమైప థ్వంద్వముల్ధం ఙలిరిండి,0.33,3.0,షాలిథ్దలి యద్య అస్పుఢు బమంకగయైప థ్వంథ్వముధ్ధం ఙలిరింథి,0.39,3.5
పేర్కొన్న వరుసకు వెళ్ళు,పేగ్కొన్న షరుపకు వెళ్ళు,0.13,1.0,పేల్కొప్న పగుసకు పెళ్ళు,0.22,1.67,షేల్కొప్న పలుపకు పెళ్ళు,0.3,2.33,షేల్కొప్న షలుపకు పెళ్ళు,0.3,2.33
ఫ్రాస్ట్ నిక్సన్,ఫ్రాప్ట్ నిక్సప్,0.12,1.0,ప్రాప్ట్ పిక్సప్,0.25,2.0,ప్రాప్ట్ పిక్సప్,0.25,2.0,ప్రాప్ట్ పిక్సప్,0.25,2.0
క్రీడాకారులు ఉత్సాహంతో ఉరకలేస్తారు,క్రీతాకారుదు ఉచ్సాహంచో ఉరకలేస్తాలు,0.15,1.67,క్రీదాకాలుదు ఉచ్సాహంచో ఉరకదేప్తాలు,0.24,2.67,క్రీదాకాలుదు ఉచ్సాహంచో ఉగకదేప్తాలు,0.26,3.0,క్రీతాకాలుదు ఉచ్సాహంచో ఉగకదేప్తాలు,0.26,3.0
అదే సమయంలో వరకట్న వేధింపులుఈవ్ టీజింగ్ వంటి కేసులు కొంతమేర తగ్గాయి,అదే సమమంలో వరకట్న షేధింనులుఈష్ టీజింర్ వంటి కేసుదు కొంచమేల చగ్గాయి,0.14,1.0,అడే పయమందో వరకట్న వేదింనుదుఈష్ టీజింర్ షంటి కేపుదు కొంచమేగ తర్గాయి,0.24,1.78,అడే పయమందో పలకట్న షేదింసుదుఈష్ టీఙింర్ షంటి కేపుదు కొంచయేల చర్గాయి,0.33,2.44,అధే పయమందో షలకట్న పేదింవుదుఈప్ టీఙింర్ పంటి కేపుదు కొంచయేగ చర్గాయి,0.33,2.44
అవును కోర్సు యొక్క సాధ్యం,అవుపు కోర్సు మొక్క పాధ్యం,0.12,0.75,అషుపు కోగ్సు మొక్క పాద్యం,0.24,1.5,అషుపు కోల్సు మొక్క పాద్యం,0.24,1.5,అషుపు కోల్సు మొక్క పాద్యం,0.24,1.5
ఈ చిత్రానికి మణిశర్మ సంగీతాన్ని అందిస్తారు,ఈ తిత్రానికి యణిశర్మ సంరీచాప్ని అంలిస్తారు,0.14,1.2,ఈ తిచ్రాపికి యణిశల్మ పంరీచాన్ని అంలిప్తారు,0.24,2.0,ఈ తిచ్రాపికి యణిశల్మ పంరీచాప్ని అంధిప్తాగు,0.29,2.4,ఈ తిచ్రాపికి యణిశల్మ పంరీచాప్ని అంధిప్తాలు,0.29,2.4
ఆనాటి ప్రమాదంలో తొమ్మిది మంది చనిపోయారు,ఆనాటి ప్రమాదందో చొమ్మిది మంధి చనిషోయాలు,0.13,1.0,ఆపాటి ప్రయాదందో చొమ్మిది యంలి తపిపోమారు,0.23,1.8,ఆపాటి న్రయాడంలో చొయ్మిధి యంలి చపిసోమాలు,0.33,2.6,ఆపాటి ష్రయాథందో చొయ్మిథి యంధి తపినోమాలు,0.38,3.0
ఎన్ కౌంటర్ తర్వాత పోలీసులు తనిఖీలను విసృతం చేశారు,ఎన్ కౌంటగ్ చర్వాచ పోలీసుదు తనిఖీలపు విపృతం తేశారు,0.14,1.0,ఎప్ కౌంటగ్ తల్వాత సోదీసుదు తనిఖీదపు షిపృచం తేశారు,0.24,1.71,ఎప్ కౌంటల్ చగ్వాచ నోదీసుదు చపిఖీదపు షిపృచం తేశాలు,0.35,2.43,ఎప్ కౌంటల్ చగ్వాచ నోదీపుదు చపిఖీదపు పిపృచం తేశాలు,0.37,2.57
ఇది నియంతృత్వం కాదా,ఇది పిమంతృత్వం కాదా,0.11,0.67,ఇథి పిమంచృత్వం కాదా,0.21,1.33,ఇడి పిమంచృచ్వం కాధా,0.32,2.0,ఇధి పిమంచృచ్వం కాడా,0.32,2.0
ఆయనను వెంటనే హైదరాబాదులోి మ్యాక్స్ క్యూర్ ఆస్పత్రిలో చేర్పించారు,ఆమనను వెంటనే హైలరాభాదులోి య్యాక్స్ క్యూల్ ఆస్పత్రిలో తేగ్పింతాగు,0.14,1.29,ఆమపపు పెంటపే హైదగాభాడుదోి య్యాక్స్ క్యూల్ ఆస్పచ్రిదో తేర్పింతాలు,0.25,2.29,ఆమపపు షెంటపే హైలలాభాలుదోి య్యాక్స్ క్యూల్ ఆప్పచ్రిదో తేగ్పింతాగు,0.3,2.71,ఆమపపు పెంటపే హైలలాభాధుదోి య్యాక్స్ క్యూల్ ఆప్పచ్రిదో తేల్పింతాగు,0.3,2.71
మీకు ప్రత్యేకమైన కుటుంబ సభ్యులతో కలిసి ఆనందంగా సమయాన్ని గడుపుతారు,యీకు న్రత్యేకమైన కుటుంభ సభ్యుదతో కదిపి ఆనంలంగా సయయాన్ని గడుఫుతారు,0.14,1.12,మీకు వ్రచ్యేకయైప కుటుంభ పభ్యుదచో కలిసి ఆపంథంరా పమమాన్ని గతుఫుతాగు,0.25,2.0,యీకు వ్రచ్యేకయైప కుటుంభ పబ్యుదచో కదిపి ఆపందంరా పయమాప్ని రతుఫుచారు,0.34,2.75,యీకు స్రచ్యేకయైప కుటుంభ పబ్యుదచో కదిపి ఆపంలంరా పయమాప్ని రతువుచాలు,0.37,3.0
